ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
7738787,F,N,Y,0,202500,Working,Secondary / secondary special,Single / not married,House / apartment,-16745,-5286,1,1,1,0,Low-skill Laborers,1
7010522,M,Y,Y,1,450000,Working,Higher education,Married,Office apartment,-18476,-2625,1,0,0,0,Managers,3
7258388,F,Y,Y,2,117000,Commercial associate,Secondary / secondary special,Married,House / apartment,-14813,-254,1,0,0,0,Sales staff,4
7372608,F,N,Y,0,82800,Pensioner,Secondary / secondary special,Widow,House / apartment,-23318,365243,1,0,1,0,,1
7806062,F,N,Y,0,193500,Working,Secondary / secondary special,Separated,House / apartment,-17627,-10778,1,1,1,0,Laborers,1
7270861,M,N,N,0,90000,Working,Secondary / secondary special,Married,House / apartment,-17585,-2499,1,1,0,0,Laborers,2
7802966,F,N,Y,0,58500,Pensioner,Secondary / secondary special,Married,House / apartment,-22986,365243,1,0,0,0,,2
7068114,F,N,Y,0,450000,State servant,Higher education,Single / not married,House / apartment,-20142,-3093,1,0,1,1,Core staff,1
7207741,F,N,Y,0,90000,Pensioner,Higher education,Widow,House / apartment,-23631,365243,1,0,0,0,,1
7693261,F,N,Y,0,270000,Pensioner,Secondary / secondary special,Married,House / apartment,-21287,365243,1,0,0,0,,2
7507373,F,N,Y,0,443700,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-13839,-2980,1,0,1,1,Sales staff,1
7317624,M,Y,Y,0,360000,Working,Secondary / secondary special,Married,House / apartment,-18342,-4472,1,0,0,0,Managers,2
7107850,M,Y,N,2,202500,Working,Higher education,Married,House / apartment,-10954,-2853,1,0,0,0,Managers,4
7041947,F,N,N,0,405000,Working,Higher education,Married,House / apartment,-10726,-1921,1,1,1,0,,2
7062045,F,N,Y,1,315000,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,-18794,-1842,1,0,1,0,Cleaning staff,2
7564734,M,Y,N,0,337500,Commercial associate,Higher education,Married,Municipal apartment,-18199,-2343,1,0,0,0,Laborers,2
7528189,F,N,N,0,175500,Pensioner,Secondary / secondary special,Widow,Municipal apartment,-23263,365243,1,0,0,0,,1
7242275,F,N,Y,0,225000,Working,Secondary / secondary special,Civil marriage,House / apartment,-15842,-4410,1,0,0,0,Sales staff,2
7242870,F,N,Y,0,315000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15147,-1943,1,0,0,0,Core staff,2
7799044,M,N,Y,0,135000,Pensioner,Higher education,Married,House / apartment,-20726,365243,1,0,0,0,,2
7079609,M,N,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-17609,-1022,1,0,0,0,,2
7223173,M,Y,N,0,157500,Working,Higher education,Married,House / apartment,-20752,-4509,1,0,0,0,High skill tech staff,2
7970184,F,N,Y,0,175500,Working,Higher education,Married,Municipal apartment,-15004,-1922,1,0,1,0,Core staff,2
7157065,M,N,Y,1,292500,Working,Higher education,Married,House / apartment,-10889,-4295,1,0,0,0,High skill tech staff,3
7471104,F,N,N,1,270000,Working,Secondary / secondary special,Married,House / apartment,-13625,-1725,1,1,0,0,,3
7431056,F,Y,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,-19430,-478,1,0,0,0,,2
7345100,F,Y,Y,0,315000,Working,Higher education,Married,House / apartment,-11026,-2859,1,1,0,0,,2
7744414,M,Y,Y,2,225000,Working,Higher education,Married,House / apartment,-12947,-617,1,0,0,0,Managers,4
7154116,M,Y,N,1,202500,Working,Secondary / secondary special,Married,House / apartment,-15501,-2377,1,0,0,0,Laborers,3
7452155,M,Y,Y,0,751500,Working,Higher education,Civil marriage,House / apartment,-14811,-3320,1,0,1,0,Core staff,2
7159477,F,N,N,0,81000,Pensioner,Secondary / secondary special,Widow,Municipal apartment,-23060,365243,1,0,1,0,,1
7100280,M,N,N,0,90000,Commercial associate,Secondary / secondary special,Married,House / apartment,-18459,-826,1,0,0,0,,2
7743393,M,Y,Y,0,225000,State servant,Secondary / secondary special,Married,House / apartment,-11125,-630,1,0,0,1,Core staff,2
7888396,F,Y,Y,1,126000,Working,Secondary / secondary special,Married,House / apartment,-10106,-2806,1,0,0,0,Accountants,3
7629173,F,Y,Y,0,310500,State servant,Secondary / secondary special,Married,House / apartment,-17583,-5249,1,0,0,0,Medicine staff,2
7542930,M,Y,N,1,157500,Working,Secondary / secondary special,Civil marriage,Municipal apartment,-16045,-1102,1,1,1,0,Laborers,3
7759448,F,N,Y,0,360000,State servant,Secondary / secondary special,Married,House / apartment,-24023,-3962,1,0,0,0,Managers,2
7317322,M,N,N,0,270000,Working,Secondary / secondary special,Civil marriage,House / apartment,-19175,-1002,1,1,0,0,Laborers,2
7044936,M,N,Y,2,360000,State servant,Higher education,Married,House / apartment,-16027,-5639,1,0,1,0,Managers,4
7978724,M,N,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-21271,365243,1,0,0,0,,2
7051130,F,N,Y,0,180000,Pensioner,Secondary / secondary special,Married,House / apartment,-20796,365243,1,0,1,0,,2
7405614,M,N,Y,0,180000,Working,Incomplete higher,Married,House / apartment,-13146,-6301,1,1,0,0,Laborers,2
7603327,M,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,-11057,-1742,1,0,0,0,Laborers,2
7369415,F,N,Y,2,135000,Working,Secondary / secondary special,Married,House / apartment,-11892,-992,1,0,1,0,Core staff,4
7471334,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-21181,365243,1,0,0,0,,2
7009047,F,N,Y,0,148500,Working,Higher education,Married,House / apartment,-17641,-889,1,0,0,0,Core staff,2
7625492,F,N,Y,0,180000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23545,365243,1,0,0,0,,1
7415381,F,N,Y,0,90000,Working,Secondary / secondary special,Civil marriage,House / apartment,-15482,-3884,1,0,0,0,Laborers,2
7998466,M,Y,N,0,157500,Working,Secondary / secondary special,Civil marriage,House / apartment,-17730,-10260,1,0,0,0,Laborers,2
7143332,F,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,-19826,-1048,1,0,0,0,Cleaning staff,2
7758356,F,N,Y,0,189000,Pensioner,Secondary / secondary special,Married,House / apartment,-22601,365243,1,0,0,1,,2
7233483,M,N,Y,0,270000,State servant,Higher education,Married,House / apartment,-13483,-2542,1,0,1,0,,2
7800778,F,N,N,1,81000,State servant,Higher education,Married,With parents,-11707,-2317,1,0,0,0,Core staff,3
7009246,F,N,N,0,67500,Working,Secondary / secondary special,Married,House / apartment,-9123,-936,1,1,1,0,Medicine staff,2
7197254,F,Y,N,2,112500,Working,Secondary / secondary special,Married,Rented apartment,-10579,-384,1,0,0,0,,4
7549042,F,N,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,-17566,-770,1,0,0,0,Laborers,2
7900772,F,N,Y,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,-18524,-81,1,1,0,1,Managers,2
7929167,M,Y,Y,0,121500,Working,Secondary / secondary special,Married,House / apartment,-17931,-2939,1,1,1,0,,2
7638033,M,N,Y,1,450000,State servant,Higher education,Married,House / apartment,-11857,-5262,1,0,0,1,Laborers,3
7416159,F,N,Y,0,315000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-23092,365243,1,0,0,0,,2
7181027,F,N,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-14682,-2287,1,0,1,0,Accountants,2
7137045,F,N,Y,0,135000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-17815,-338,1,0,0,0,Sales staff,1
7728450,F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,-12387,-3827,1,0,0,0,,2
7715248,F,Y,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-13989,-2461,1,0,0,0,,2
7502735,F,N,N,0,81000,Pensioner,Secondary / secondary special,Married,Municipal apartment,-20777,365243,1,0,0,0,,2
7513194,F,N,N,0,144000,Pensioner,Secondary / secondary special,Separated,House / apartment,-21481,365243,1,0,0,0,,1
7540120,M,Y,Y,0,274500,Working,Secondary / secondary special,Married,House / apartment,-17929,-4924,1,0,0,0,Managers,2
7724215,M,Y,Y,1,202500,Commercial associate,Higher education,Married,House / apartment,-10025,-684,1,0,0,1,Sales staff,3
7144243,F,Y,Y,2,234000,Commercial associate,Secondary / secondary special,Married,House / apartment,-12226,-1382,1,1,1,0,Sales staff,4
7111326,M,N,N,0,135000,Working,Higher education,Single / not married,Co-op apartment,-12274,-2438,1,1,1,0,Laborers,1
7820856,F,N,Y,2,225000,Commercial associate,Higher education,Civil marriage,House / apartment,-10874,-882,1,0,0,0,Accountants,4
7223499,F,Y,N,0,270000,State servant,Higher education,Single / not married,House / apartment,-10068,-764,1,0,0,0,Secretaries,1
7627296,F,Y,Y,2,540000,Working,Higher education,Married,House / apartment,-14655,-1261,1,1,1,0,Managers,4
7580642,M,N,Y,0,117324,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-9911,-1646,1,1,1,0,,1
7156828,F,N,Y,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,-23413,365243,1,0,0,0,,2
7674452,M,Y,Y,2,202500,Working,Higher education,Married,House / apartment,-10550,-3124,1,1,1,0,Laborers,4
7008885,M,Y,Y,0,247500,Commercial associate,Secondary / secondary special,Married,House / apartment,-12780,-1120,1,0,0,0,Drivers,2
7209476,F,Y,N,1,180000,Working,Secondary / secondary special,Married,With parents,-11919,-475,1,0,0,0,Laborers,3
7838727,F,N,N,0,157500,Working,Secondary / secondary special,Single / not married,House / apartment,-18420,-1903,1,0,1,0,Sales staff,1
7711486,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,-17928,-1849,1,0,0,0,Private service staff,2
7368329,M,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,-16889,-2433,1,0,0,0,Drivers,2
7491546,F,N,N,0,135000,State servant,Secondary / secondary special,Married,House / apartment,-18850,-645,1,1,0,0,Medicine staff,2
7544958,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-20804,365243,1,0,0,0,,2
7802938,M,N,Y,0,450000,Pensioner,Higher education,Married,House / apartment,-17026,365243,1,0,0,1,,2
7942587,F,N,Y,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,-18307,-3683,1,0,0,0,,1
7860963,F,N,Y,0,90000,State servant,Secondary / secondary special,Single / not married,House / apartment,-17331,-328,1,0,0,0,Medicine staff,1
7796071,F,Y,Y,2,81000,Working,Secondary / secondary special,Married,House / apartment,-12670,-236,1,1,0,0,,4
7752423,M,Y,N,1,184500,Working,Secondary / secondary special,Married,House / apartment,-16978,-1460,1,0,0,0,Laborers,3
7999249,F,N,Y,0,202500,Working,Higher education,Single / not married,House / apartment,-12349,-89,1,0,0,0,Sales staff,1
7436933,F,N,Y,0,207000,Pensioner,Higher education,Single / not married,House / apartment,-20553,365243,1,0,1,0,,1
7061619,M,Y,Y,0,427500,State servant,Incomplete higher,Single / not married,Rented apartment,-11943,-3150,1,0,1,0,High skill tech staff,1
7105258,M,Y,Y,0,81000,Working,Secondary / secondary special,Married,House / apartment,-13527,-1153,1,0,0,0,High skill tech staff,2
7268971,M,N,Y,0,135000,Working,Higher education,Married,House / apartment,-11355,-1189,1,0,0,0,Sales staff,2
7998494,M,Y,Y,1,360000,Commercial associate,Secondary / secondary special,Married,House / apartment,-14127,-2377,1,1,1,0,Drivers,3
7627057,M,N,Y,0,180000,Pensioner,Higher education,Married,House / apartment,-23237,365243,1,0,0,0,,2
7097010,F,N,N,0,139500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-8710,-642,1,0,1,0,,1
7110059,F,Y,Y,0,337500,State servant,Higher education,Married,House / apartment,-14400,-2706,1,0,0,0,Core staff,2
7771131,F,N,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,-15563,-1025,1,1,1,0,Laborers,3
7189700,F,N,Y,1,126000,Working,Secondary / secondary special,Married,House / apartment,-11666,-2732,1,1,0,0,Cooking staff,3
7253067,F,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,-16645,-9533,1,0,0,0,Core staff,2
7612704,M,N,Y,0,238500,Working,Secondary / secondary special,Single / not married,With parents,-8925,-961,1,0,0,0,High skill tech staff,1
7229553,F,N,N,0,315000,Working,Secondary / secondary special,Single / not married,Municipal apartment,-15734,-4802,1,0,0,0,Managers,1
7693270,F,Y,Y,2,180000,Commercial associate,Higher education,Married,House / apartment,-11928,-1068,1,0,0,0,Core staff,4
7981945,F,N,Y,0,270000,Working,Higher education,Civil marriage,House / apartment,-16552,-8111,1,0,0,0,Managers,2
7525468,F,Y,Y,1,216000,Working,Higher education,Married,House / apartment,-15591,-554,1,0,0,0,Drivers,3
7134956,M,N,Y,0,112500,Working,Secondary / secondary special,Civil marriage,House / apartment,-20306,-2456,1,0,0,0,,2
7224493,F,N,N,0,90000,Pensioner,Higher education,Widow,House / apartment,-22791,365243,1,0,1,0,,1
7124676,F,N,Y,0,247500,State servant,Higher education,Married,House / apartment,-14964,-3129,1,0,0,1,Managers,2
7559341,F,N,N,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,-20351,365243,1,0,0,0,,2
7074235,F,Y,N,2,157500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-13172,-4925,1,1,0,0,Laborers,3
7397845,M,Y,N,1,270000,Working,Higher education,Married,House / apartment,-13927,-1907,1,0,1,0,,3
7805421,F,N,Y,0,184500,Working,Secondary / secondary special,Single / not married,House / apartment,-18178,-3130,1,0,0,0,Laborers,1
7091721,F,Y,Y,0,90000,Commercial associate,Secondary / secondary special,Married,House / apartment,-14116,-2269,1,0,0,0,Medicine staff,2
7730376,F,N,N,0,121500,Pensioner,Secondary / secondary special,Married,House / apartment,-20100,365243,1,0,1,0,,2
7519644,F,N,Y,0,72000,Pensioner,Secondary / secondary special,Married,House / apartment,-23037,365243,1,0,1,0,,2
7738925,F,N,Y,0,157500,Commercial associate,Higher education,Married,House / apartment,-9512,-722,1,1,0,0,Core staff,2
7799451,F,N,Y,0,157500,Commercial associate,Higher education,Married,House / apartment,-13762,-5091,1,0,0,0,Laborers,2
7730174,F,Y,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,-14211,-1528,1,0,1,0,Managers,2
7864185,M,N,N,2,211500,Working,Higher education,Civil marriage,House / apartment,-10513,-332,1,1,1,0,Core staff,4
7544760,F,Y,Y,1,297000,Working,Secondary / secondary special,Separated,House / apartment,-13881,-1798,1,0,0,0,Core staff,2
7170145,F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,-19111,-883,1,0,0,0,Sales staff,2
7792617,F,N,Y,0,256500,Working,Higher education,Married,House / apartment,-13750,-809,1,0,0,0,,2
7139643,F,N,Y,1,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-15005,-3599,1,0,0,0,Laborers,3
7362441,M,Y,N,0,427500,Working,Secondary / secondary special,Single / not married,Rented apartment,-9045,-1123,1,0,0,0,Laborers,1
7185653,F,N,Y,0,292500,Pensioner,Secondary / secondary special,Widow,House / apartment,-22555,365243,1,0,0,0,,1
7760809,F,N,Y,0,112500,Pensioner,Lower secondary,Married,House / apartment,-21524,365243,1,0,0,0,,2
7736642,F,N,N,0,225000,Working,Higher education,Married,House / apartment,-17850,-1182,1,0,1,0,Medicine staff,2
7090685,F,Y,N,0,360000,Working,Higher education,Married,House / apartment,-12542,-4357,1,1,1,1,Managers,2
7416032,F,N,Y,0,270000,Working,Higher education,Civil marriage,House / apartment,-19435,-7586,1,0,0,0,Core staff,2
7832410,M,N,Y,0,202500,Pensioner,Secondary / secondary special,Married,House / apartment,-22114,365243,1,0,0,0,,2
7447860,M,N,Y,0,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15988,-5416,1,0,0,0,Core staff,2
7117107,F,N,Y,0,126000,Pensioner,Secondary / secondary special,Married,House / apartment,-23914,365243,1,0,0,0,,2
7784871,M,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,-15573,-4023,1,0,0,1,,2
7780079,F,Y,Y,3,81000,Working,Secondary / secondary special,Married,House / apartment,-12323,-1895,1,0,0,1,Accountants,5
7159820,F,N,N,0,108000,Working,Secondary / secondary special,Single / not married,House / apartment,-12635,-3145,1,0,0,0,Laborers,1
7483982,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,-15570,-3049,1,0,0,0,Sales staff,2
7971736,F,N,Y,1,144000,Working,Secondary / secondary special,Married,House / apartment,-10728,-2248,1,0,0,1,Core staff,3
7312492,M,Y,N,1,270000,State servant,Secondary / secondary special,Married,Office apartment,-10291,-2425,1,0,0,0,Core staff,3
7584797,F,N,Y,0,99000,Pensioner,Secondary / secondary special,Married,House / apartment,-21989,365243,1,0,1,0,,2
7713821,F,N,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,-10856,-2112,1,0,0,0,Sales staff,3
7007501,F,N,Y,0,180000,Pensioner,Secondary / secondary special,Married,House / apartment,-23327,365243,1,0,0,0,,2
7367848,M,N,N,1,202500,Working,Secondary / secondary special,Married,House / apartment,-11556,-4503,1,0,0,0,Laborers,3
7931822,F,N,Y,0,157500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-17329,-540,1,0,0,0,Private service staff,2
7123842,F,N,Y,0,157500,Working,Secondary / secondary special,Civil marriage,House / apartment,-17361,-999,1,0,0,1,Core staff,2
7260047,F,N,Y,0,193500,Working,Secondary / secondary special,Single / not married,House / apartment,-22962,-370,1,0,1,0,Cleaning staff,1
7047078,M,Y,N,2,270000,State servant,Secondary / secondary special,Married,House / apartment,-15121,-8187,1,0,1,1,,4
7046860,F,Y,Y,0,270000,Commercial associate,Higher education,Single / not married,House / apartment,-13696,-2648,1,0,1,1,Managers,1
7762517,F,N,N,0,270000,Working,Incomplete higher,Single / not married,House / apartment,-9781,-912,1,0,0,0,Core staff,1
